scenario_id,A0_state,A1_state,A2_state,A3_state,A4_state,A5_state,A6_state,A7_state,A8_state,A9_state,A10_state,modality_class,endpoint_data_type,analyte_role,terminal_state,q_code,family_id,family_assigned_at
c7fe6dd0da59,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,PK_CONCENTRATION,,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
ced00fa40f33,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,AUTO,,F01,2026-05-22T08:18:32+00:00
60304fbe86c6,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15B,F01,2026-05-22T08:18:32+00:00
cf85241cc80d,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,REPAIR,,F01,2026-05-22T08:18:32+00:00
42f7ae3f0105,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F01,2026-05-22T08:18:32+00:00
2ad23dc8b10f,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15B,F01,2026-05-22T08:18:32+00:00
c76d4f5dd2a2,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F01,2026-05-22T08:18:32+00:00
baa2e2cb2568,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,REPAIR,,F22,2026-05-22T08:18:32+00:00
7bd7ec5df31c,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
e71cfa70917e,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15B,F22,2026-05-22T08:18:32+00:00
aae5973b228a,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
4d063a4fcfea,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,REPAIR,,F01,2026-05-22T08:18:32+00:00
9d95c68b6fd1,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15B,F01,2026-05-22T08:18:32+00:00
a3a471e87ae5,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,REPAIR,,F01,2026-05-22T08:18:32+00:00
a5cf9f80cd32,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F01,2026-05-22T08:18:32+00:00
b31631ffbe4f,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15B,F01,2026-05-22T08:18:32+00:00
5cd84700224a,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F01,2026-05-22T08:18:32+00:00
b638ac6deeeb,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,REPAIR,,F22,2026-05-22T08:18:32+00:00
1d10d518e1ed,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
d39a68dedbd7,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15B,F22,2026-05-22T08:18:32+00:00
125efaf2a189,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
17b8c4fa8a63,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
8c8689192339,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
c7d3140f848b,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
476d7c619a3e,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
55b6b4038079,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
b9c922cd58df,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
30f3b6c60152,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
4701c5e7d884,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
f10b6f2daf39,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
3d5b1466fa80,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
3088763cbe14,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,AUTO,,F01,2026-05-22T08:18:32+00:00
6baa73e49464,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15B,F01,2026-05-22T08:18:32+00:00
4ce07cebfc35,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,REPAIR,,F01,2026-05-22T08:18:32+00:00
36a50f540f57,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F01,2026-05-22T08:18:32+00:00
61d8725a9baf,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15B,F01,2026-05-22T08:18:32+00:00
b282fc96fc63,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F01,2026-05-22T08:18:32+00:00
9fc8e40afe43,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,REPAIR,,F22,2026-05-22T08:18:32+00:00
4264f2648674,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
2719dd707417,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15B,F22,2026-05-22T08:18:32+00:00
6c34881afc18,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
2e915b0f4889,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,REPAIR,,F01,2026-05-22T08:18:32+00:00
2ea40f5b617d,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15B,F01,2026-05-22T08:18:32+00:00
d7ea9814ca1e,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,REPAIR,,F01,2026-05-22T08:18:32+00:00
8fd3dbee7b19,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F01,2026-05-22T08:18:32+00:00
a9c873d5ad93,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15B,F01,2026-05-22T08:18:32+00:00
88d340cc6d3b,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F01,2026-05-22T08:18:32+00:00
233a0333f540,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,REPAIR,,F22,2026-05-22T08:18:32+00:00
8b6ecf4b7419,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
0fb8395aae11,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15B,F22,2026-05-22T08:18:32+00:00
8257266a46aa,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
1a7cb493e00e,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
e7212ecc876a,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
bc25bc0318a2,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
ea151c4e3cf6,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
680ddf0286a8,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
7714a16bb354,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F01,2026-05-22T08:18:32+00:00
516ebec12f6e,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
09aaf83db61b,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,PK_CONCENTRATION,,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
4730c0f700f9,AIC-PKPD,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,PK_CONCENTRATION,VECTOR_COPY|CAR_POSITIVE_CELL,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
