scenario_id,family_id,terminal_state,q_code,action_label,action_sequence_hash,parameter_policy_hash,required_policy_set,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29
a9c873d5ad93,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N
88d340cc6d3b,F01,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N
233a0333f540,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N
8b6ecf4b7419,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N
0fb8395aae11,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N
8257266a46aa,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N
1a7cb493e00e,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N
e7212ecc876a,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N
bc25bc0318a2,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N
ea151c4e3cf6,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N
680ddf0286a8,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N
7714a16bb354,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N
516ebec12f6e,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N
09aaf83db61b,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N
4730c0f700f9,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N
d6b6d5ea05ff,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N
070af25ab3b1,F27,AUTO,,AUTO_F27_MRNA,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
8fcbc16c021d,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
9e7c7c674363,F27,REPAIR,,REPAIR_F27_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
f41bcd0c29ee,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
2df321583058,F27,REPAIR,,REPAIR_F27_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
d616af00ddf7,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
beb43ce50f58,F27,REPAIR,,REPAIR_F27_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
b48f3def1290,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
74ef18bdcaf2,F27,REPAIR,,REPAIR_F27_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
3228dc0da85c,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
3efa4974f82b,F27,REPAIR,,REPAIR_F27_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
876bca0157c6,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
f5c47157c6ed,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
f51aa4f56121,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
b2dd808a0811,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
8bbd9e739409,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N
45bf7e0cef2d,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N
eec431449f29,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N
0af492e9ab6c,F27,AUTO,,AUTO_F27_MRNA,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
48651ce8800b,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
05fbc4e08b7b,F27,REPAIR,,REPAIR_F27_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
b05ff2fc1f9d,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
6b0f057b7dd3,F27,REPAIR,,REPAIR_F27_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
7c0e5405c045,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
adf44c50ebd3,F27,REPAIR,,REPAIR_F27_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
fab32ff4cc7b,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
e1fb36121c45,F27,REPAIR,,REPAIR_F27_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
9a147eca178b,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
4b443bc530ca,F27,REPAIR,,REPAIR_F27_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
86e8a10da755,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
a55af78a1563,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N
144afc6717a4,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N
68c4639c9432,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N
1a07a33f43f2,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N
e89bebb9d340,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N
c07a7b1ab211,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N
7f6f675d0039,F01,AUTO,,AUTO_F01_SMALL_MOLECULE,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ff6bded0a42b,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
e6886b7748f7,F01,REPAIR,,REPAIR_F01_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
3e0ceaba4f5e,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
086cbf5001e5,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
3376329576d4,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
e38333abdf0f,F01,REPAIR,,REPAIR_F01_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
57f964c5776e,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
fbdeeea74917,F01,REPAIR,,REPAIR_F01_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
04893b342473,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
712a60329dfe,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
36ed08c54d03,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
c94673a36f2b,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
8e2a19a57ee1,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
c6581ef6401c,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
a38d2b150025,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N
072de2b3fc8e,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N
13490187d614,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N
05e2b338e051,F01,AUTO,,AUTO_F01_SMALL_MOLECULE,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
c8fe7d08f7cc,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
863562c22869,F01,REPAIR,,REPAIR_F01_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
5ce9f06c6ae3,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
714dd49437bf,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
d5da9f8e51b6,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
57aa0b297f75,F01,REPAIR,,REPAIR_F01_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
99ee3b7e2aa9,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
9afc6681069f,F01,REPAIR,,REPAIR_F01_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
0f7ef0ebf5ca,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
adf02930d6fa,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
c4e6b1080cd5,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
4b32137f6b07,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N
25d6f898c44e,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N
bc727d6bee60,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N
38a031850ecf,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N
35fc712ac5e8,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N
7a0dbcd3f3a8,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N
a212a80f4b07,F01,AUTO,,AUTO_F01_MAB,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
d1031b1c1128,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
549432b72dc1,F01,REPAIR,,REPAIR_F01_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
77651dcc1874,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
e1885246fb65,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
f0b13204521b,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
03e18303b722,F01,REPAIR,,REPAIR_F01_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
56c7ff0ff76d,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
